,Date,Open,High,Low,Close,Adj Close,Volume,adx_pos,adx_neg
40,2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0,29.90943311865264,15.529694140788829
41,2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,36.192863078330554,14.839595200307315
42,2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,33.409833394701316,15.43814782421822
43,2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,29.866584554813308,22.87779111053292
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,29.3603352589546,27.435834708011882
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,29.30498003292508,27.93613406110261
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,22.378518770397978,32.16870148684316
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,17.557430770703363,35.68219086936595
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,17.804160660930204,36.39883592275923
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,16.29620441126826,41.34748219410028
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,14.93419105078893,46.08103830075511
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,13.347803700905311,45.33244689745842
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,19.194645813589617,44.45712269004202
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,23.29181060099021,40.00923119863179
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,24.417750132051577,38.03516710273327
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,18.64859278602627,43.70464432218638
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,18.38007555450696,43.38736001235549
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,21.784143905769053,38.31761938739108
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,22.789632013215943,33.0025664525823
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,24.588278378003928,32.345318007000806
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,31.985010725668772,28.32478244922543
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,34.93702973859796,24.909955586177958
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,31.120724352109885,33.827641400780955
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,32.76210288867251,32.10643362544628
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,38.23859087269815,25.835043074459552
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,36.91351969919898,26.37564884747422
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,33.374085322328774,26.67480418171654
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,30.847456110298836,26.978109505359278
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,29.01566018214516,29.504405855943276
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,39.465277255054374,21.176343609275623
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,39.89772401940746,20.823624105939846
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,40.1600639288493,21.1075802083409
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,45.72243186494808,19.724821364403223
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,46.254081230388074,19.665993947514433
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,43.123947539556845,20.661143438083787
76,2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,46.03934609141785,20.36379587797731
77,2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,55.39058640611266,5.314817983234158
78,2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,58.50626327988115,2.1159899751152613
79,2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,53.562111748344776,3.057208389822633
80,2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,45.936698829625136,8.400822451926336
81,2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,43.96960150447435,9.932054898800724
82,2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,41.83045050730847,11.346780892394857
83,2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,41.86636407595325,10.784403792459221
84,2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,34.061684637641164,11.475595004892057
85,2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,33.7656461330631,14.03242147922999
86,2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,29.316683324789718,21.48848810227139
87,2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,20.34224627094165,24.127057802566856
88,2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,18.17066031158401,23.618683017121736
89,2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,20.08318722171641,22.42661763547833
90,2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,19.860420117871225,22.353936162094133
91,2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,19.499300045679714,22.656924683631495
92,2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,17.647808023162945,23.005511577691852
93,2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,18.646310517250548,22.056002767405957
94,2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,20.31571986489734,18.4354051859119
95,2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,19.761266691606167,21.482730521167476
96,2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,20.232922333935107,21.01878408693943
97,2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,22.818154718124113,19.569448845843585
98,2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,20.37323782732937,25.497182284830572
99,2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,23.62518486651634,21.6451608896984
101,2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,31.162837709634655,13.720703477378871
102,2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,35.521801440967195,11.500803291875139
103,2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,38.943643282693095,10.521150984414971
104,2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,34.530739503726295,13.464628850990549
105,2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,27.466531487000953,19.21144194275428
106,2015-03-10,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,24.285316616676646,22.621180154229783
107,2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,23.037905524446426,22.78251491645631
108,2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,24.22018205446021,23.21520162361646
109,2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,22.41852700016886,27.088785452660797
110,2015-03-16,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,23.47593200003611,24.861605369177113
111,2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,27.451487632956077,23.795259681997205
112,2015-03-18,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,25.527304459239318,23.876529913121967
113,2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,24.725747420575637,21.329345305551012
114,2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,21.92193738443611,26.04155739953938
115,2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,15.770393050323248,27.72970914718596
116,2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,14.688777920655236,27.579562037153703
117,2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,8.960360668527708,31.946432926155296
118,2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,8.415926162097708,39.16467962464182
119,2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,8.705558328028626,37.106579215253404
120,2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,13.383043299475025,31.989600744866678
121,2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,16.780898295761975,31.534612342075803
122,2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,17.541912809534548,30.5651796833524
123,2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,23.094084588732752,26.48271513801025
124,2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,23.923892716109734,24.338703259100942
125,2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,21.864315129093345,24.98635015700035
126,2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,24.771553912898998,24.67348067963547
127,2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,26.931257193405187,23.318479382720298
128,2015-04-13,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,30.687280197204796,19.12766557033963
130,2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,28.3458498372215,24.250650434499452
131,2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,26.810799808488202,27.039105194092844
132,2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,24.65118973721679,33.759026437928476
133,2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,25.978486948612993,28.23093115052314
134,2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,25.648785999483927,28.579086951719056
135,2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,24.319625495896464,28.713139939509084
136,2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,20.289505884351925,33.16525993620275
137,2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,17.252517294501402,37.470138635610674
138,2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,13.251983346564872,37.83539278461213
139,2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,11.87871248452948,38.22788706566746
140,2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,9.583223738019738,41.970703363854234
141,2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,12.682908245046601,40.535714947817944
142,2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,12.960870123980069,40.06205028209912
143,2015-05-06,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,9.12749532897217,46.588100866301914
144,2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,9.425728324439723,46.52080513297337
145,2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,14.313810178125076,42.69927283972291
146,2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,20.324359697723708,34.911045082297775
147,2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,19.37220295801837,35.21971465073678
148,2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,19.373157597894355,33.118899180651105
149,2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,17.024048237451733,33.8584347236583
150,2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,19.931711210928672,30.50802952530148
151,2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,25.599080502219156,26.91878339632899
152,2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,28.328864361849075,26.43011328020085
153,2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,29.215372432415666,26.63441636892542
154,2015-05-21,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,29.715713072920934,23.48948084741832
155,2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,27.10416773336226,24.791835712509148
156,2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,26.24344866836433,27.749385803659465
157,2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800.0,29.455854462679845,21.262104036991957
158,2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500.0,30.65091948431937,19.193283390194843
159,2015-05-28,8345.700195,8364.5,8270.150391,8319.0,8319.0,232300.0,26.547592368660293,20.18463965653249
160,2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900.0,24.599299726661474,20.22811060618553
161,2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200.0,29.340771729391665,13.983398796497474
162,2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800.0,28.13773725621539,25.059674170544994
163,2015-06-03,8232.450195,8236.700195,8094.149901999999,8135.100098000001,8135.100098000001,171400.0,27.238481679760994,33.92710979449728
164,2015-06-04,8155.149901999999,8160.049805,8056.75,8130.649901999999,8130.649901999999,154700.0,23.46583711881427,35.718153102604106
165,2015-06-05,8119.149901999999,8191.0,8100.149901999999,8114.700195,8114.700195,162100.0,18.566370608944993,36.53730935822544
166,2015-06-08,8124.350098000001,8131.0,8030.549805,8044.149901999999,8044.149901999999,135900.0,15.325476232410978,41.38949611408972
167,2015-06-09,8026.5,8057.149901999999,8005.149901999999,8022.399901999999,8022.399901999999,136000.0,14.655581589492813,43.95909990990913
168,2015-06-10,8024.149901999999,8152.25,8023.799805,8124.450195,8124.450195,136800.0,20.671167575681615,41.285808361376475
169,2015-06-11,8157.299805,8163.049805,7958.25,7965.350098000001,7965.350098000001,166200.0,16.08992076502889,41.8940025546725
170,2015-06-12,7959.850098000001,7995.600098000001,7940.299805,7982.899901999999,7982.899901999999,136600.0,16.509020583752758,40.446470884296524
171,2015-06-15,7986.600098000001,8057.700195,7944.850098000001,8013.899901999999,8013.899901999999,133000.0,19.895649673294393,36.24757917828685
172,2015-06-16,8004.200195,8061.850098000001,7952.350098000001,8047.299805,8047.299805,124000.0,19.60317126793023,32.6398746394951
173,2015-06-17,8084.200195,8136.850098000001,8048.950195,8091.549805,8091.549805,152500.0,22.974721908831953,32.73715703511715
174,2015-06-18,8113.700195,8186.899901999999,8101.799805,8174.600098000001,8174.600098000001,144800.0,21.730247939799792,33.6321357477253
175,2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100.0,24.101517780201736,33.32491677777508
176,2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700.0,33.17077276376123,23.07817423174143
177,2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700.0,37.037829779789185,15.11903558957319
178,2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100.0,39.214002972096964,12.685215688331946
179,2015-06-25,8336.25,8423.150391,8329.5,8398.0,8398.0,201200.0,36.94099346320596,13.326739611058832
180,2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600.0,37.78791720178153,8.582749487325415
181,2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000.0,34.45230937462548,15.673394552779254
182,2015-06-30,8316.349609,8378.0,8298.950195,8368.5,8368.5,158500.0,32.46405146632399,16.21837322117386
183,2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800.0,42.20401858108432,12.517388303439176
184,2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000.0,42.49107301629123,11.282705604806392
185,2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400.0,40.45274796664828,11.617996780947438
186,2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500.0,39.03040231333371,14.094866143161846
187,2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200.0,35.90337569752592,14.22102966153226
188,2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100.0,30.507599911614665,23.509136282488527
189,2015-07-09,8364.849609,8400.299805,8323.0,8328.549805,8328.549805,131300.0,25.988416332680405,24.785470343121958
190,2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100.0,18.73217175472467,26.886341593826394
191,2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800.0,22.733302553444084,25.867001456407166
192,2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700.0,22.123710806634424,26.365351959067272
193,2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500.0,26.18448356816048,25.987968600212177
194,2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000.0,31.909735998782605,25.54383054427695
195,2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000.0,37.58188049736716,16.696283400354105
196,2015-07-20,8623.900391,8624.099609,8559.0,8603.450195,8603.450195,90600.0,34.039519434760734,19.680179307501128
197,2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100.0,25.240276723406982,22.748906331380656
198,2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800.0,23.368243801806777,22.500909001328722
199,2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900.0,22.671652851613782,22.377924999352658
200,2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400.0,23.929661912640785,25.369808875235424
201,2015-07-27,8492.099609,8492.200195,8351.549805,8361.0,8361.0,136600.0,20.246625811819158,35.50285539565059
202,2015-07-28,8371.099609,8397.400391,8321.75,8337.0,8337.0,174600.0,21.737789504346264,29.26781183141297
203,2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000.0,22.312739494068072,28.558142564947993
204,2015-07-30,8417.0,8458.900391,8408.299805,8421.799805,8421.799805,215200.0,28.05310455153091,27.454904895237036
205,2015-07-31,8456.099609,8548.950195,8448.0,8532.849609,8532.849609,203300.0,27.459390716311844,27.21984315885355
206,2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700.0,27.968697207733623,27.22625446817531
207,2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400.0,23.227500951521208,30.964916889060518
208,2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800.0,19.060265360825504,31.37975683284859
209,2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900.0,18.03315994969742,31.259074773818508
210,2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700.0,18.341407313738834,29.121747605847542
211,2015-08-10,8577.0,8621.549805,8497.799805,8525.599609,8525.599609,123400.0,18.414873838014124,30.32238066944645
212,2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400.0,18.863814888941846,34.05875785510752
213,2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000.0,17.383151149622222,40.94294443252788
214,2015-08-13,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200.0,17.203265327650055,35.879919893208964
215,2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900.0,24.861884612577327,23.34349587173943
216,2015-08-17,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700.0,24.3969586817817,20.632619185446874
217,2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300.0,23.55366394265158,19.919440979896383
218,2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500.0,17.801525515767565,20.317375725906523
219,2015-08-20,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100.0,11.202870285388137,24.82451919780066
220,2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300.0,9.511809831193721,32.30690263868326
221,2015-08-24,8055.950195,8060.049805,7769.399901999999,7809.0,7809.0,312400.0,7.450912875982739,46.03882368476773
222,2015-08-25,7895.399901999999,7925.399901999999,7667.25,7880.700195,7880.700195,299100.0,5.522490340916322,46.889850780615845
223,2015-08-26,7865.25,7930.049805,7777.100098000001,7791.850098000001,7791.850098000001,216600.0,4.827643718578202,44.7888531597983
224,2015-08-27,7921.600098000001,7963.600098000001,7862.299805,7948.950195,7948.950195,305000.0,6.006892386105008,42.30702097043571
225,2015-08-28,8053.700195,8091.799805,7961.649901999999,8001.950195,8001.950195,195600.0,11.440896996702238,39.613342782490875
226,2015-08-31,8009.25,8043.600098000001,7947.950195,7971.299805,7971.299805,198200.0,11.536124167818553,38.09726464119125
227,2015-09-01,7907.950195,7929.100098000001,7746.5,7785.850098000001,7785.850098000001,184900.0,11.057357736357698,40.571256112000306
228,2015-09-02,7856.649901999999,7862.549805,7699.25,7717.0,7717.0,215300.0,10.731104873556719,41.26967861967965
229,2015-09-03,7774.450195,7845.600098000001,7754.049805,7823.0,7823.0,155800.0,6.820316410542221,42.03955212730451
230,2015-09-04,7803.399901999999,7804.899901999999,7626.850098000001,7655.049805,7655.049805,193600.0,6.549374349003053,45.49728708146729
231,2015-09-07,7685.850098000001,7705.049805,7545.899901999999,7558.799805,7558.799805,141400.0,6.381101503714677,47.432604035948174
232,2015-09-08,7587.700195,7720.899901999999,7539.5,7688.25,7688.25,172200.0,6.763530482811051,45.61903893550331
233,2015-09-09,7805.850098000001,7846.049805,7764.549805,7818.600098000001,7818.600098000001,208400.0,11.339827197726837,42.904320015513704
234,2015-09-10,7729.049805,7819.850098000001,7678.5,7788.100098000001,7788.100098000001,160300.0,11.366453327403516,41.20615789095829
235,2015-09-11,7833.799805,7864.850098000001,7759.899901999999,7789.299805,7789.299805,136400.0,15.463945144621736,28.907120095360245
236,2015-09-14,7811.100098000001,7879.950195,7761.850098000001,7872.25,7872.25,122800.0,17.18254165251132,26.023934646521205
237,2015-09-15,7867.350098000001,7880.0,7799.75,7829.100098000001,7829.100098000001,136500.0,17.564496194036387,26.93963728721852
238,2015-09-16,7886.850098000001,7913.899901999999,7853.299805,7899.149901999999,7899.149901999999,140000.0,18.353824002879563,28.123179722632763
