,Date,Open,High,Low,Close,Adj Close,Volume,voi_pos,voi_neg
40,2014-12-03,8528.700195,8546.950195,8508.349609,8537.650391,8537.650391,153200.0,1.151862148212526,0.8471916291081865
41,2014-12-04,8582.400391,8626.950195,8526.400391,8564.400391,8564.400391,143500.0,1.1371211964535344,0.7708631275342968
42,2014-12-05,8584.25,8588.349609,8523.900391,8538.299805,8538.299805,143300.0,1.1357246228589484,0.8394794947220235
43,2014-12-08,8538.650391,8546.349609,8432.25,8438.25,8438.25,163800.0,0.9903951537733948,0.9027169949498659
44,2014-12-09,8439.299805,8444.5,8330.5,8340.700195,8340.700195,146300.0,0.9410996559185829,0.9969878904041755
45,2014-12-10,8318.049805,8376.799805,8317.0,8355.650391,8355.650391,136700.0,0.9356904433731218,1.0175468567300066
46,2014-12-11,8338.849609,8348.299805,8272.400391,8292.900391,8292.900391,133900.0,0.847179466813128,1.1081627221643726
47,2014-12-12,8302.0,8321.900391,8216.299805,8224.099609,8224.099609,138100.0,0.7367683797160538,1.175270638071977
48,2014-12-15,8160.75,8242.400391,8152.5,8219.599609,8219.599609,137100.0,0.7309171285348736,1.2481766093251874
49,2014-12-16,8172.600098000001,8189.350098000001,8052.600098000001,8067.600098000001,8067.600098000001,197300.0,0.6416766405250817,1.2173091582179272
50,2014-12-17,8041.200195,8082.0,7961.350098000001,8029.799805,8029.799805,216200.0,0.5779240611490486,1.2922916813329306
51,2014-12-18,8138.899901999999,8174.299805,8084.899901999999,8159.299805,8159.299805,162100.0,0.6076877130057372,1.266357327421665
52,2014-12-19,8230.450195,8263.450195,8208.599609,8225.200195,8225.200195,174800.0,0.6486668244436757,1.2143376429403374
53,2014-12-22,8255.0,8330.950195,8228.200195,8324.0,8324.0,139200.0,0.7015858860822813,1.112334090662148
54,2014-12-23,8324.599609,8364.75,8252.849609,8267.0,8267.0,132200.0,0.7304118847952822,1.075120919845532
55,2014-12-24,8272.049805,8286.400391,8155.25,8174.100098000001,8174.100098000001,221900.0,0.6595763600067188,1.1780432551507785
56,2014-12-26,8204.799805,8234.549805,8147.950195,8200.700195,8200.700195,75500.0,0.661357951340229,1.184092768304768
57,2014-12-29,8214.700195,8279.150391,8214.700195,8246.299805,8246.299805,82100.0,0.7494180414804261,1.1215136018264114
58,2014-12-30,8260.299805,8268.25,8220.549805,8248.25,8248.25,77700.0,0.8127611132990792,1.0638048779691789
59,2014-12-31,8243.900391,8291.0,8243.75,8282.700195,8282.700195,84500.0,0.8368860883850431,1.0008422359683864
61,2015-01-02,8288.700195,8410.599609,8288.700195,8395.450195,8395.450195,101900.0,0.9037456493295879,0.9008854564759335
62,2015-01-05,8407.950195,8445.599609,8363.900391,8378.400391,8378.400391,118200.0,0.9930438677005055,0.856742853375643
63,2015-01-06,8325.299805,8327.849609,8111.350098000001,8127.350098000001,8127.350098000001,172800.0,0.8907053581346808,0.8648064953848472
64,2015-01-07,8118.649901999999,8151.200195,8065.450195,8102.100098000001,8102.100098000001,164100.0,0.9396306251217119,0.9575453631937695
65,2015-01-08,8191.399901999999,8243.5,8167.299805,8234.599609,8234.599609,143800.0,1.022354447397917,0.8090941502001607
66,2015-01-09,8285.450195,8303.299805,8190.799805,8284.5,8284.5,148000.0,0.993428918751021,0.8585898545038426
67,2015-01-12,8291.349609,8332.599609,8245.599609,8323.0,8323.0,103200.0,0.9803922143727023,0.8838034995591328
68,2015-01-13,8346.150391,8356.650391,8267.900391,8299.400391,8299.400391,129600.0,0.9839818505470678,0.9135499306297067
69,2015-01-14,8307.25,8326.450195,8236.650391,8277.549805,8277.549805,146100.0,0.945792127657099,0.9557016243859395
70,2015-01-15,8424.5,8527.099609,8380.549805,8494.150391,8494.150391,232100.0,1.0368549312813327,0.7869475931796142
71,2015-01-16,8504.049805,8530.75,8452.25,8513.799805,8513.799805,176000.0,1.086939292658832,0.7508036780417624
72,2015-01-19,8550.049805,8570.950195,8531.5,8550.700195,8550.700195,125400.0,1.0937584999253076,0.7488141522649636
73,2015-01-20,8575.099609,8707.900391,8574.5,8695.599609,8695.599609,158700.0,1.0956035678108835,0.6668243157768536
74,2015-01-21,8719.650391,8741.849609,8689.599609,8729.5,8729.5,185900.0,1.15013470383649,0.661137858785546
75,2015-01-22,8745.849609,8774.150391,8727.0,8761.400391,8761.400391,175500.0,1.1567606957941543,0.7024576396082851
76,2015-01-23,8827.950195,8866.400391,8795.400391,8835.599609,8835.599609,191200.0,1.129304823286642,0.6766295242450674
77,2015-01-27,8871.349609,8925.049805,8825.450195,8910.5,8910.5,192000.0,1.3240564608477012,0.5526303323194137
78,2015-01-28,8902.75,8985.049805,8874.049805,8914.299805,8914.299805,185100.0,1.3825032101413075,0.40003980850874576
79,2015-01-29,8901.5,8966.650391,8861.25,8952.349609,8952.349609,256300.0,1.3577402126274323,0.4847824137956827
80,2015-01-30,8996.599609,8996.599609,8775.099609,8808.900391,8808.900391,267300.0,1.2618315647105878,0.5402776368018243
81,2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,8797.400391,210100.0,1.2106211299438194,0.6603000867252812
82,2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,8756.549805,208700.0,1.1779986440422152,0.6825237246183441
83,2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,8723.700195,195300.0,1.1838726538111592,0.6913097041578965
84,2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,8711.700195,173600.0,1.153955860278543,0.7728879733664642
85,2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,8661.049805,171300.0,1.0795675818980077,0.8515024755150299
86,2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,8526.349609,146800.0,0.9691016217631548,0.9373107890936466
87,2015-02-10,8478.099609,8646.25,8470.5,8565.549805,8565.549805,196200.0,0.928463363229996,1.0092338299515902
88,2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,8627.400391,161600.0,0.9175999975320066,1.0091308517661592
89,2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,8711.549805,158800.0,0.9031281019585619,0.9803737702847439
90,2015-02-13,8741.5,8822.099609,8729.650391,8805.5,8805.5,221900.0,0.9489321078366733,0.9664805301105291
91,2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,8809.349609,136400.0,0.9681861955257886,0.9723293134353032
92,2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,8869.099609,147600.0,0.9478045146404322,0.9934185621062364
93,2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,8895.299805,213300.0,0.9472438434154031,0.971088171327626
94,2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,8833.599609,197600.0,1.0126641854267928,0.9967189947536234
95,2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,8754.950195,139600.0,0.9768139438313468,0.9179344901670446
96,2015-02-24,8772.900391,8800.5,8726.75,8762.099609,8762.099609,149800.0,0.9860274406901005,0.9580197877486386
97,2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,8767.25,135200.0,1.0163555929909556,0.9033475736118591
98,2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,8683.849609,217500.0,0.9762021892292596,0.9673201678307751
99,2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,8844.599609,249500.0,1.0103673427013535,0.8338266821336209
101,2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,8956.75,218100.0,1.1568387750020857,0.7282669941800815
102,2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,8996.25,177800.0,1.2242471952092613,0.7144563575613415
103,2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,8922.650391,248400.0,1.1274488948069001,0.6915420886121613
104,2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,8937.75,160100.0,1.0981637009614524,0.8376574183973379
105,2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,8756.75,155500.0,0.9349166221885356,0.9213208325478042
106,2015-03-10,8769.75,8778.0,8677.349609,8712.049805,8712.049805,163800.0,0.861887937560352,1.0164358811524978
107,2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,8699.950195,172800.0,0.8547391458673167,1.0439088600869866
108,2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,8776.0,173900.0,0.8711523163733956,1.0175854060837652
109,2015-03-13,8844.049805,8849.75,8631.75,8647.75,8647.75,179200.0,0.812634364225249,0.9741701303492325
110,2015-03-16,8656.75,8663.549805,8612.0,8633.150391,8633.150391,163300.0,0.8388456215510299,1.0629648182968232
111,2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,8723.299805,177000.0,0.8582886857100442,0.9779314443937704
112,2015-03-18,8742.900391,8747.25,8664.0,8685.900391,8685.900391,156400.0,0.8626715129896644,0.9980354802466301
113,2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,8634.650391,163500.0,0.8849582444417391,0.9454144075805836
114,2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,8570.900391,174600.0,0.8307731127907668,1.0923493898576278
115,2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,8550.900391,150700.0,0.7406902615534001,1.1671476137222927
116,2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,8542.950195,156700.0,0.7152897837825097,1.176204802445796
117,2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,8530.799805,161000.0,0.6916446884413324,1.3055275494428638
118,2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,8342.150391,280100.0,0.6205676272007228,1.212801501102263
119,2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,8341.400391,193000.0,0.6715891336449862,1.2630708967502298
120,2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,8492.299805,134700.0,0.7666427656486382,1.1097310265764946
121,2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,8491.0,167200.0,0.8121686494940823,1.0584660137718604
122,2015-04-01,8483.700195,8603.400391,8464.75,8586.25,8586.25,125500.0,0.813755747496266,1.0636068092485678
123,2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,8659.900391,146900.0,0.9345845640125177,1.0676773415588297
124,2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,8660.299805,148700.0,0.9573297629178608,0.9329388502388876
125,2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,8714.400391,148200.0,0.9911940841578968,0.9456278437018136
126,2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,8778.299805,152700.0,0.9719843136581717,0.9144985175743852
127,2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,8780.349609,139000.0,1.0384530834289014,0.9342118708689705
128,2015-04-13,8801.75,8841.650391,8762.099609,8834.0,8834.0,121600.0,1.1049057602363446,0.791730208245219
130,2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,8706.700195,142900.0,0.9868982058725941,0.800089005661948
131,2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,8606.0,150400.0,0.9550697751230798,0.8478462532362745
132,2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,8448.099609,148900.0,0.8697096918310886,0.8750036522235516
133,2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,8377.75,407800.0,0.934424501440049,0.9335457880854929
134,2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,8429.700195,171800.0,0.9281923081051872,0.8943696762570229
135,2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,8398.299805,156000.0,0.9308022347833557,0.9320356761646752
136,2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,8305.25,173600.0,0.8376886454128747,1.0215669964496785
137,2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,8213.799805,171500.0,0.7890564220589485,1.0991907139768529
138,2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,8285.599609,174600.0,0.7196027095864819,1.1499299409749508
139,2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,8239.75,160400.0,0.7289382702707513,1.1665927082783059
140,2015-04-30,8224.5,8229.400391,8144.75,8181.5,8181.5,267700.0,0.6416452767821225,1.2361372982746948
141,2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,8331.950195,131700.0,0.6728701738095203,1.1721188577737771
142,2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,8324.799805,155500.0,0.6816417165705769,1.1658459966336925
143,2015-05-06,8316.599609,8331.950195,8083.0,8097.0,8097.0,209600.0,0.595035031890547,1.1909250679712586
144,2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,8057.299805,161600.0,0.6339575303828328,1.3019396032517456
145,2015-05-08,8131.5,8224.950195,8123.450195,8191.5,8191.5,183100.0,0.7030819535329631,1.1821500648046244
146,2015-05-11,8243.200195,8332.75,8224.650391,8325.25,8325.25,192000.0,0.8200598134650964,1.0728167256305892
147,2015-05-12,8326.150391,8326.650391,8115.299805,8126.950195,8126.950195,173400.0,0.8090478197789364,0.9979217069494818
148,2015-05-13,8181.549805,8254.950195,8089.799805,8235.450195,8235.450195,169800.0,0.8300639204462354,1.0237957373527944
149,2015-05-14,8232.450195,8236.25,8137.299805,8224.200195,8224.200195,134800.0,0.8112736663245844,1.0616020541018485
150,2015-05-15,8240.299805,8279.200195,8212.200195,8262.349609,8262.349609,129800.0,0.8898518458639303,0.9932777954451859
151,2015-05-18,8284.950195,8384.599609,8271.950195,8373.650391,8373.650391,148700.0,0.953230335436914,0.890915286068364
152,2015-05-19,8356.200195,8427.799805,8335.0,8365.650391,8365.650391,140300.0,0.9955206578019427,0.851797996237234
153,2015-05-20,8392.650391,8440.349609,8391.450195,8423.25,8423.25,123600.0,0.993648299321607,0.830031676784056
154,2015-05-21,8434.5,8446.349609,8382.5,8421.0,8421.0,143800.0,1.0352403023045516,0.7861894013223802
155,2015-05-22,8432.5,8489.549805,8420.599609,8458.950195,8458.950195,187300.0,1.0379773021611725,0.839527355823408
156,2015-05-25,8438.150391,8441.950195,8364.150391,8370.25,8370.25,121300.0,0.9609027788610963,0.8644365200901112
157,2015-05-26,8377.099609,8378.900391,8320.049805,8339.349609,8339.349609,116800.0,1.0549572314338063,0.8731802644232086
158,2015-05-27,8302.75,8342.849609,8277.950195,8334.599609,8334.599609,165500.0,1.086501460889959,0.7519176923045237
159,2015-05-28,8345.700195,8364.5,8270.150391,8319.0,8319.0,232300.0,1.0430887787310732,0.8413834483553321
160,2015-05-29,8327.099609,8443.900391,8305.700195,8433.650391,8433.650391,363900.0,1.020231213848342,0.8845061603886852
161,2015-06-01,8417.25,8467.150391,8405.400391,8433.400391,8433.400391,122200.0,1.1876828895016707,0.847690060040174
162,2015-06-02,8442.799805,8445.349609,8226.049805,8236.450195,8236.450195,146800.0,1.0634912424187368,0.8161510683831987
163,2015-06-03,8232.450195,8236.700195,8094.149901999999,8135.100098000001,8135.100098000001,171400.0,0.929961227284706,0.9612602955525711
164,2015-06-04,8155.149901999999,8160.049805,8056.75,8130.649901999999,8130.649901999999,154700.0,0.8515934229386153,1.0476599044397572
165,2015-06-05,8119.149901999999,8191.0,8100.149901999999,8114.700195,8114.700195,162100.0,0.8432601672684816,1.1101413118729653
166,2015-06-08,8124.350098000001,8131.0,8030.549805,8044.149901999999,8044.149901999999,135900.0,0.7477845040319754,1.18448592199447
167,2015-06-09,8026.5,8057.149901999999,8005.149901999999,8022.399901999999,8022.399901999999,136000.0,0.7021634964522027,1.270437790961655
168,2015-06-10,8024.149901999999,8152.25,8023.799805,8124.450195,8124.450195,136800.0,0.7344552693636952,1.1941410372327148
169,2015-06-11,8157.299805,8163.049805,7958.25,7965.350098000001,7965.350098000001,166200.0,0.6910250313122747,1.198014174631674
170,2015-06-12,7959.850098000001,7995.600098000001,7940.299805,7982.899901999999,7982.899901999999,136600.0,0.7195750377284404,1.2934156328863682
171,2015-06-15,7986.600098000001,8057.700195,7944.850098000001,8013.899901999999,8013.899901999999,133000.0,0.760196325726718,1.203636125101329
172,2015-06-16,8004.200195,8061.850098000001,7952.350098000001,8047.299805,8047.299805,124000.0,0.797529524983035,1.1731213010590742
173,2015-06-17,8084.200195,8136.850098000001,8048.950195,8091.549805,8091.549805,152500.0,0.8607356913902996,1.1394811195323358
174,2015-06-18,8113.700195,8186.899901999999,8101.799805,8174.600098000001,8174.600098000001,144800.0,0.8614262081585994,1.1554804513769057
175,2015-06-19,8201.150391,8250.799805,8195.650391,8224.950195,8224.950195,147100.0,0.8456866986587112,1.126118724417957
176,2015-06-22,8259.299805,8369.450195,8257.400391,8353.099609,8353.099609,122700.0,0.9764771058500911,1.0264097152543126
177,2015-06-23,8377.450195,8398.450195,8334.950195,8381.549805,8381.549805,131700.0,1.1218483554187697,0.8614505851625439
178,2015-06-24,8399.400391,8421.349609,8338.900391,8360.849609,8360.849609,130100.0,1.1530395651855994,0.7886519156284244
179,2015-06-25,8336.25,8423.150391,8329.5,8398.0,8398.0,201200.0,1.1152872751759069,0.8097457455295044
180,2015-06-26,8393.950195,8408.549805,8339.700195,8381.099609,8381.099609,110600.0,1.1758259344491169,0.7724463844644209
181,2015-06-29,8247.049805,8329.450195,8195.650391,8318.400391,8318.400391,132000.0,1.0612186564423092,0.7618411044050887
182,2015-06-30,8316.349609,8378.0,8298.950195,8368.5,8368.5,158500.0,1.1222452267019174,0.7863802490304197
183,2015-07-01,8376.25,8481.599609,8370.150391,8453.049805,8453.049805,131800.0,1.2290952221983917,0.7030973260408635
184,2015-07-02,8471.950195,8479.25,8433.200195,8444.900391,8444.900391,112000.0,1.290210161355719,0.5796850559338783
185,2015-07-03,8440.099609,8497.75,8424.150391,8484.900391,8484.900391,88400.0,1.2885375304073305,0.6002048806333101
186,2015-07-06,8386.150391,8533.150391,8386.150391,8522.150391,8522.150391,101500.0,1.247073739807497,0.5882353579951973
187,2015-07-07,8525.5,8561.349609,8483.849609,8510.799805,8510.799805,122200.0,1.2513276558153088,0.6205394486916433
188,2015-07-08,8439.200195,8457.5,8341.400391,8363.049805,8363.049805,188100.0,1.1075125632263638,0.7183700170310785
189,2015-07-09,8364.849609,8400.299805,8323.0,8328.549805,8328.549805,131300.0,1.0432666196182887,0.806283020185097
190,2015-07-10,8365.700195,8377.099609,8315.400391,8360.549805,8360.549805,154100.0,1.018377175396011,0.9146500890229202
191,2015-07-13,8397.25,8471.650391,8355.400391,8459.650391,8459.650391,117800.0,0.990692323279984,0.8707727305000151
192,2015-07-14,8470.599609,8480.25,8424.099609,8454.099609,8454.099609,101700.0,1.0379465547657487,0.8787587415267337
193,2015-07-15,8463.400391,8531.400391,8462.950195,8523.799805,8523.799805,105500.0,1.067620228274416,0.8341360944080103
194,2015-07-16,8546.150391,8616.099609,8542.900391,8608.049805,8608.049805,116000.0,1.1033771049650904,0.7674443926019457
195,2015-07-17,8623.650391,8642.950195,8593.150391,8609.849609,8609.849609,105000.0,1.2970468503271724,0.6980170173273401
196,2015-07-20,8623.900391,8624.099609,8559.0,8603.450195,8603.450195,90600.0,1.1880070829129545,0.7497022492821064
197,2015-07-21,8601.5,8646.75,8517.900391,8529.450195,8529.450195,164100.0,1.0962597496232456,0.8195899572950108
198,2015-07-22,8512.25,8643.900391,8498.650391,8633.5,8633.5,136800.0,1.0275876567729887,0.8333445279914435
199,2015-07-23,8643.950195,8654.75,8573.799805,8589.799805,8589.799805,132900.0,1.0900455651354304,0.8399440858708823
200,2015-07-24,8588.150391,8589.150391,8513.5,8521.549805,8521.549805,127400.0,1.0770306137235668,0.9098218168671841
201,2015-07-27,8492.099609,8492.200195,8351.549805,8361.0,8361.0,136600.0,0.8915222283252973,0.9860237742956749
202,2015-07-28,8371.099609,8397.400391,8321.75,8337.0,8337.0,174600.0,0.9725029514174206,1.0197575807979424
203,2015-07-29,8365.599609,8381.5,8338.450195,8375.049805,8375.049805,141000.0,0.9989109052278656,0.9858071191326442
204,2015-07-30,8417.0,8458.900391,8408.299805,8421.799805,8421.799805,215200.0,1.0339462070655616,0.9224785206266327
205,2015-07-31,8456.099609,8548.950195,8448.0,8532.849609,8532.849609,203300.0,1.0128410756463055,0.9060985337701015
206,2015-08-03,8510.650391,8563.950195,8508.099609,8543.049805,8543.049805,156700.0,1.0060879243404586,0.9010480288046743
207,2015-08-04,8564.099609,8565.150391,8448.25,8516.900391,8516.900391,187400.0,0.9374448460433019,0.9488358945956069
208,2015-08-05,8547.450195,8591.849609,8545.849609,8567.950195,8567.950195,132800.0,0.9426300899575532,0.9675708415864618
209,2015-08-06,8585.799805,8606.299805,8551.5,8588.650391,8588.650391,134900.0,0.9085459891551382,0.9772335830461895
210,2015-08-07,8580.799805,8595.950195,8552.700195,8564.599609,8564.599609,143700.0,0.9346381668634044,0.9701939535229421
211,2015-08-10,8577.0,8621.549805,8497.799805,8525.599609,8525.599609,123400.0,0.9235365012179257,0.9677580937632513
212,2015-08-11,8548.450195,8556.25,8441.299805,8462.349609,8462.349609,154400.0,0.8917009785276346,1.0172195696206539
213,2015-08-12,8445.700195,8446.950195,8337.950195,8349.450195,8349.450195,190000.0,0.7446180155899286,1.0980729941732015
214,2015-08-13,8384.450195,8429.5,8339.75,8355.849609,8355.849609,189200.0,0.7955385093705809,1.0605126446929458
215,2015-08-14,8402.349609,8530.099609,8381.200195,8518.549805,8518.549805,155900.0,0.9225850134639763,0.9118870199373218
216,2015-08-17,8530.5,8530.599609,8428.049805,8477.299805,8477.299805,174700.0,0.9817418319200747,0.8420623979545616
217,2015-08-18,8505.849609,8525.75,8433.599609,8466.549805,8466.549805,153300.0,0.9753364188731591,0.8405573402236222
218,2015-08-19,8468.049805,8520.450195,8425.950195,8495.150391,8495.150391,130500.0,0.9436733284821279,0.8866619673103779
219,2015-08-20,8471.049805,8501.349609,8359.75,8372.75,8372.75,184100.0,0.8874724581956552,0.9842563023249717
220,2015-08-21,8305.400391,8322.200195,8225.049805,8299.950195,8299.950195,201300.0,0.7805420049281712,1.0812444376175578
221,2015-08-24,8055.950195,8060.049805,7769.399901999999,7809.0,7809.0,312400.0,0.6679672847774138,1.0759244976532787
222,2015-08-25,7895.399901999999,7925.399901999999,7667.25,7880.700195,7880.700195,299100.0,0.6154083471886033,1.1602263363245753
223,2015-08-26,7865.25,7930.049805,7777.100098000001,7791.850098000001,7791.850098000001,216600.0,0.6802097038588257,1.157521060116558
224,2015-08-27,7921.600098000001,7963.600098000001,7862.299805,7948.950195,7948.950195,305000.0,0.7037728214095239,1.0994826406841283
225,2015-08-28,8053.700195,8091.799805,7961.649901999999,8001.950195,8001.950195,195600.0,0.7667336267591611,1.0493565007628944
226,2015-08-31,8009.25,8043.600098000001,7947.950195,7971.299805,7971.299805,198200.0,0.7832500159431702,1.0423927646559952
227,2015-09-01,7907.950195,7929.100098000001,7746.5,7785.850098000001,7785.850098000001,184900.0,0.7562001970041171,1.0317047866077387
228,2015-09-02,7856.649901999999,7862.549805,7699.25,7717.0,7717.0,215300.0,0.7437166390000783,1.0504664897223144
229,2015-09-03,7774.450195,7845.600098000001,7754.049805,7823.0,7823.0,155800.0,0.7396101770985005,1.094663263910077
230,2015-09-04,7803.399901999999,7804.899901999999,7626.850098000001,7655.049805,7655.049805,193600.0,0.673574457192144,1.1002678656311016
231,2015-09-07,7685.850098000001,7705.049805,7545.899901999999,7558.799805,7558.799805,141400.0,0.6487902874817222,1.1341224627324025
232,2015-09-08,7587.700195,7720.899901999999,7539.5,7688.25,7688.25,172200.0,0.6605803927680624,1.121948059296761
